ticket_id,csat_score,comments,language
43532202161395,0.0,"My problem is still not resolved.
I'm still not getting an notification mail on a Wednesday if I have some pocket expenses to approve.",en
43532202171278,4.0,Thank you so much for your help,en
43532202192128,4.0,Thank you ,en
43532202196407,4.0,Money was given back to the account and has brought my work account up to date,en
43532202197899,4.0,Thank you for your help! ,en
43532202209927,4.0,Fab service from REAL people with lovely personalities! My issue was resolved.,en
43532202042475,4.0,,en
43532202047969,4.0,Great help,en
43532202055120,4.0,"Don´t find the wrong thing, but I get answer that the user will start the app again
",en
43532202085391,4.0,Sonja was of great help!,en
43532202115216,4.0,"The chat was very easy to use and the issue was resolved very quickly, thank you !",en
43532202118147,4.0,Once I was directed to the correct online help I found the instructions clear and managed to resolve my issued,en
43532202123122,0.0,"Hi guys, the expense has been approved, but the person is not able to reimburse himself on the app, can you please check his name is miguel ",en
43532202142955,4.0,Great support 👍,en
43532202145377,4.0,"Because Valentin responded and sorted out my query within minutes, including explaining why the issue happened.",en
43532202173232,4.0,"Answered what was needed, when needed, much appreciated",en
43532202176500,4.0,Was not expecting a response on a Sunday ! great communication and isuue sorted out very quickly . Thanks !,en
43532202185048,4.0,"Quick reponse
",en
43532202197576,0.0,There is a glitch with payments where they sit under 'Unknowm due date' with payment in progress - they sit here until someone your end cancels them and I can resubmit them. ,en
43532202212786,4.0,Excellent service,en
43532202030894,4.0,Thanks for the simple advice.  The old card was worn out and not working and I was looking for a way to pair new card without marking old card as lost or stolen.  It  has worked fine  so all sorted - thank you,en
43532202040278,0.0,"You cannot provide a formal statement confirming all transactions, like all other usual credit cards can do.",en
43532202068905,4.0,"As we have an issue that is a bit unusual, Pleo cannot delete the transactions for us, so we will resort to another way of resolving the issue.",en
43532202099273,4.0,,en
43532202101979,4.0,"Quick response time, good help",en
43532202154463,0.0,"I was not able to input address information and save it to be able to continue onto next steps - I had assistance from Valentin on the chat who advised me to close the browser down and try again, which I did but unfortunately was still not able to move forward. I then had to send documents to an email address in order to have them verified",en
43532202163121,0.0,"It seems you have decided ""overnight"" to remove the direct debit function from the wallet. I do not recall having received any info at all about this. You are adding all sorts of advanced functions which we dont need - sending long newsletters every month. But the basic book keeping stuff you didnt bother to inform about. Really disappointed and put me in a stupid situation this morning . And yes, we do have the auto-top up function, but it doesnt work from day to day and what if we didnt? And first would need to establish it. And just before the summer holidays. Come on Pleo - this is NOT ok",en
43532202186959,0.0,didn't help resolve my issue and stopped replying,en
43532202196308,0.0,I resolved it in Xero but still could not get it to export through Pleo,en
43532202060224,4.0,"Problem resolved quickly
",en
43532202076873,0.0,Just asking me to show what I’m doing to give feedback - I just need an answer to a question- useless answer - again,en
43532202086135,0.0,The problem was not solved,en
43532202136589,4.0,Quick response ,en
43532202140153,0.0,Been trying to talk to someone for two weeks now! We are simply going to look for another company to help. When we're about to pay £500/600 per month for a service we expect better service! ,en
43532202171569,4.0,Valentin is knowledgeable. Help/advice provided promptly. Issue clarified and resolved. Many thanks,en
43532202173592,4.0,"It was completed straight away, no problems.",en
43532202176327,4.0,"Thank you for your help, because issue was resolved straight away.",en
43532202180746,4.0,"The issue isn't solved, but it doesn't seem to be with the Pleo card. CS was very fast and friendly :)",en
43532202188125,4.0,Excellent help!,en
43532202191656,4.0,"Great help, many thanks",en
43532202204993,0.0,"Hi, Avis have advised us to dispute this transaction as they can't see a record of why it would have gone through against Leo's account. They have given us a case reference of 58097170 and asked us to put it in dispute with the card provider. Please could you arrange this for us? Thanks for your help.",en
43532202214872,0.0,"I need the physical credit card, since two month we can´t make it",en
43532202060251,0.0,no response ,en
43532202064369,4.0,Issue solved,en
43532202099571,4.0,My query was answered,en
43532202128482,4.0,Quick response.,en
43532202146201,4.0,Great help thanks,en
43532202148728,0.0,Conversation was closed really fast,en
43532202170238,4.0,"You took over and ordered a new card for me, when the selfservice didn't work.",en
43532202182411,4.0,"Fast response and problem resolved first time
",en
43532202201361,4.0,quick response time,en
43532202204972,0.0,It felt like the people did not understand what I mean. When I was writing the same thing to my Pleo Contact Person she could help me right away,en
43532202212025,0.0,"the issue is not yet resolved
",en
43532202217056,0.0,The issue is not resolved because the request for refund for a prepaid order that was not fulfilled by the vendor has not happened.,en
43532202055100,4.0,First Agent could not help...second one was good.,en
43532202080479,4.0,you fixed my 2FA issue,en
43532202083988,4.0,"Yes Fabio, thanks for ask.",en
43532202097466,4.0,"Quick, clear and concise help - thanks",en
43532202132224,0.0,terrible service ,en
43532202158375,4.0,"We resolved the issue quickly, however hopefully the money will also show as being back in our account shortly.",en
43532202188377,4.0,Great help. Thanks,en
43532202189846,0.0,"Issue still persists, needed some time for new invoices to test. Auto-Close for the chat is to fast",en
43532202195295,0.0,i didnt answer you yet its not your fault its mine ,en
43532202215914,4.0,"It's always such a positive experience working with the Pleo support team, they are so quick and helpful. As Finance and Logistics Officer of our company I have to reach out regularly to our suppliers/ partners and Pleo's costumer service is the best by far based on my personal experiences. 5 stars out of 5.",en
43532202062677,4.0,Friendly and very helpful. Thank you!,en
43532202071468,4.0,Amazing! ,en
43532202071688,0.0,"Problem still there...
",en
43532202091331,0.0,"didnt actually look at my issue, tried to say it was because of mobile, shows the same on desktop",en
43532202115141,0.0,further query on the subject,en
43532202135786,0.0,"The information given was really flat and not very detailed. Also we had a problem with the card had been stopped working before the manager had the chance to paired. 
",en
43532202143524,4.0,Quick response,en
43532202160932,4.0,Valentin was really helpful and fixed the problem pretty fast,en
43532202164286,4.0,Sorted out issue quickly,en
43532202183595,0.0,Not a relevant response,en
43532202190118,4.0,Have a nice rest of the day too :) ,en
43532202194335,4.0,"quick response!
",en
43532202194535,4.0,"Thank you for the fast answer.
 BR Alexandra 
",en
43532202201916,0.0,figured it out myself before anyone got back to me ,en
43532202211406,4.0,my question was answered,en
43532202217363,4.0,Sofia provided me with the information I needed in order to resolve the question I had. Thank you very much Sofia.,en
43532202118382,0.0,It's a shame there's no functionality to just block unwanted vendors.,en
43532202121008,0.0,The Controls are not effectice and there is no Soution without builings more control steps instead of making the existing ones work effective,en
43532202133954,4.0,Quick response,en
43532202137704,4.0,Problem resolved itself spontaneously when I tried again,en
43532202139136,4.0,"Excellent quick service
",en
43532202140055,4.0,all was solved!,en
43532202140170,4.0,Answered the questions immediately and clearly understood without much explanation,en
43532202170439,4.0,"Nice and quick:) Thanks 
",en
43532202183101,0.0,"I have been passed to 4 different people, all briefly asking me the issue and none of them hanging around long enough to get to the next level to help. I am so frustrated, because this keeps happening with pleo, the help chat is terrible",en
43532202186065,4.0,Fast and efficient service,en
43532202215470,0.0,"Because - we as administrator should have the opportunity to remove an expence even if it has been marked ""OK"".",en
43532202045377,4.0,i still want to chat ,en
43532202092474,0.0,Still unresolved..,en
43532202099696,0.0,"No, I cannot get off a transactional history",en
43532202112930,4.0,"problem solved :)
",en
43532202120953,4.0,to the point and issue solved in two steps,en
43532202126392,4.0,Good advice and took time to research issue,en
43532202129044,0.0,not fixed yet - please see my comments on chat channel,en
43532202182323,4.0,Very helpful,en
43532202190725,4.0,"Helpful person on the chat
",en
43532202194176,4.0,"Happy. I was able to get the reimbursement back, because I was worried it was lost. Great work from the team. Thank you!",en
43532202197344,0.0,"The issue is still there, and I write twice to the support. At the moment it looks like the card was charged twice, and the app is still asking me to send the receipts, although support assures me that the card wasn't ..",en
43532202209940,0.0,Explained issue - no attempt to address it,en
43532202215066,0.0,"unclear resolution, slow response",en
43532202029753,4.0,fast and solution-oriented communication,en
43532202032038,4.0,Thank you for your help !,en
43532202038339,4.0,Miguel was quick to respond and incredibly knowledgeable.,en
43532202065753,0.0,Hi I submitted some questions to pricing support on the 9th of March but have not received a reply.  Could you please let me know the position ,en
43532202074121,4.0,"quick response with a solution, kind and helpful Pleo employee",en
43532202095920,4.0,"Absolutely Fantastic Service. Really quick responses and information is presented really well! 
",en
43532202097264,4.0,"Although I cleared my browser, as instructed, I still couldn't see what I wanted to see, but I could see it by checking the app on my mobile.",en
43532202105500,0.0,problem is not solved,en
43532202113086,4.0,Deleted the imported text issue manually. But in the future it will be a nice feature to decide yourself which part of the text from PLEO you want to import i economics.,en
43532202122213,4.0,great help and good instructions to follow,en
43532202129778,0.0,Sorry didnt mean to give negative feed back- ment to say its still not working. My pocket expenses do not look how you described they look differen,en
43532202180382,4.0,Fast help,en
43532202203952,0.0,I didn't get a solution,en
43532202204475,0.0,Still missing feedback about the problem. Where i still have 1 there cant be deleted.,en
43532202213347,4.0,James was very quick and answered my questions perfectly. Very pleasant manner and very helpful. ,en
43532202045203,4.0,Excellent response time and effort put in to solve my issue. Thank you,en
43532202057983,4.0,solved my problem,en
43532202067241,4.0,Quick and efficient response to my query,en
43532202070806,4.0,Your solution worked,en
43532202086538,0.0,"took ages to get passed the bot and either you were closed (despite what the stated opening hours were ) or got no response. eventually got through and that person was helpful.

a fell so let down i am looking elsewhere",en
43532202093239,4.0,Quickly answered and resolved thank you,en
43532202102620,0.0,"With every other operation in my business, I can manage it from my phone. PLEO is stuck in the dark ages with the crappest phone app since 2010. I should be able to move funds from my phone instantaneously. I am still looking for another solution. so I am a customer, but not for long!!",en
43532202105375,4.0,The problem was solved,en
43532202113204,4.0,"Reiterated what I expected
",en
43532202116249,0.0,closing account should be much easier,en
43532202120846,0.0,"I am dissatisfied and a little frustrated.  Also getting anxious and worried. I feel I lost 40 mins due to a misunderstanding (a small point ""lost in translation"")  PLEO help is very rudimentary and time consuming.  the software is not always intuitive. 
",en
43532202129452,4.0,Excellent service,en
43532202160157,0.0,I'm not happy with the turn around time of automatic wallet transfers. its of no use if it takes 5 working days to transfer to the wallet. Complete waste of time and effort,en
43532202164688,4.0,fast and efficient,en
43532202175353,0.0,"I got no suggestion as to how I can deal with the problem.
",en
43532202192703,4.0,"Very polite and solved my questions quickly
",en
43532202212794,4.0,"Had a problem, talked to Pleo customer support and now I don't have that problem anymore.. ;)",en
43532202215569,0.0,Satisfied with the service. Just want able to fix my issue,en
43532202049811,0.0,Didn't solve my problem or question.,en
43532202069868,4.0,my problem has been fixed,en
43532202081107,4.0,prompt response.,en
43532202088162,4.0,"Quick, to the point but friendly",en
43532202099456,4.0,My query was too complex to resolve on Live Chat so the agent has asked my account manager to email me to arrange a convenient time to call me to then try to resolve the issue.,en
43532202106373,0.0,No I keep trying to get support and am disappointed by the lack of support,en
43532202113989,4.0,We are just learning how to use Pleo and having the support is extremely helpful.,en
43532202131491,0.0,Not resolved and it is the 2nd time i have raised THE SAME issue.,en
43532202171301,0.0,Still not working,en
43532202199270,4.0,Thank you so much I was completely lost and you fixed it within minutes,en
43532202063194,4.0,Quick and Efficient rresponse,en
43532202106323,4.0,"Quick and friendly, very helpful!",en
43532202139617,0.0,"Terrible. You are still sitting on the transfers.
STRAKS betaling is an IMMEDIATE transfer. Not minutes. Seconds.",en
43532202139652,4.0,Solved my problem for today but I think we were mis sold this idea in the first place  It was not made clear to us that we would be charged for having staff being a uswer on the site - we thought we would get 3 free actual cards,en
43532202155736,4.0,"Speedy and helpful response as always :-) 
",en
43532202177502,0.0,Product update required,en
43532202182355,4.0,I got the answer I needed.,en
43532202199282,4.0,It was solved quickly,en
43532202206414,0.0,Can’t top up using iPad,en
43532202210986,0.0,"Very dissatisfied with the experience and also the outcome. Problem was not resolved and we were told that the explanation for not been able to withdraw funds is ""unknown"". Really disappointing also operator did not appear to grasp 
the issues.",en
43532202215706,4.0,It works ,en
43532202070282,4.0,fast and very helpful,en
43532202137354,4.0,Sonja was really precise and helpful and very friendly. 5 Stars for her as well!,en
43532202140671,4.0,"fast response
",en
43532202151168,0.0,I still cannot find actualized status in Lexoffice. Since June 6 there are no bookings in Lexoffice whereas 9 bookings on pleo-account are shown.,en
43532202151992,4.0,"Quick clear response
",en
43532202153524,0.0,"There seems to be a technical problem at Pleo's end preventing the issue from being resolved so I can't say it was resolved. That being said, it's no big deal",en
43532202157865,0.0,Didn't help and it still isn't resolved,en
43532202160172,4.0,Very happy with the help given by Johannes with my querie.,en
43532202166484,0.0,Issue not resolved!!!,en
43532202171262,0.0,The issue is not resolved yet,en
43532202183627,4.0,Thank you. My issue was resolved.,en
43532202202650,4.0,"Question resolved in good time and agent intenified the problem straight away.

Thank you",en
43532202206743,4.0,Speedy response that resolved my issue,en
43532202209978,4.0,Super helpful team! i love it. ,en
43532202070684,4.0,"Well, I got help that I needed.",en
43532202085497,4.0,quick solution ,en
43532202108827,4.0,problem fixed,en
43532202108910,0.0,That did not help me...,en
43532202118566,0.0,No one has contacted me!,en
43532202123174,4.0,"generally satisfied but a shame the issue cannot be fixed today given how much we rely on pleo. having said that, Jozef extremely responsive and helpful.",en
43532202124935,0.0,Having to ensure EVERY transaction is approved and exported prior to the month end accounts closing is completely impractical and will cause us significant issues.,en
43532202132703,0.0,"The error is STILL there
",en
43532202132771,0.0,The ticket was closed without my issue being solved.,en
43532202133081,0.0,please downgrade my plan,en
43532202147543,0.0,issue not resolved yet,en
43532202156577,4.0,got a response as to which address my card had been sent to,en
43532202184982,4.0,"Quick customer support, all information needed was given in 2 minutes. Perfect!",en
43532202198110,4.0,It was simple and direct instruction to sort the issue,en
43532202198692,0.0,Every time I log on I am confronted with a language that is not English.,en
43532202214328,0.0,"I am trying to get the missing credit notes and close the account since months now.
regarding closing the account i only get the explanation that i have to do it myself, but wenn i click on close the account, the only thing happening is that the chat window opens.",en
43532202217153,4.0,Happy because the agent helped me with my problem,en
43532202030437,4.0,issue was resolved,en
43532202039028,4.0,detailed feedback:),en
43532202050469,4.0,we got the money back so thank you.,en
43532202085867,0.0,"Unfortunately it doesn’t work !
No transfer possible between Pleo and BNP?",en
43532202100530,0.0,not at all,en
43532202125237,4.0,My query was resolved.,en
43532202151873,4.0,"Quick answer and the right amount of info
",en
43532202155030,0.0,"I got an answer, but no solution for the future.",en
43532202161240,0.0,No attampt to resolve,en
43532202166576,4.0,,en
43532202179884,0.0,i didnt get a response!,en
43532202184089,0.0,The connection between lexoffice and pleo doesnt work,en
43532202187406,4.0,Can I cancel this Transaction,en
43532202028640,4.0,"My positive assessment is due to the fact that the proposed solution has solved the problem I had. In addition, the colleagues of Customer Service, have been very friendly, and have explained each part of the process in a simple way. Delighted with the service. Thank you!",en
43532202046752,0.0,"I keep having the same issue, and you keep not being able to solve it for me!",en
43532202065031,4.0,virtual card wasn't working. He gave me instruction step by step and its all done in few mins. Than you,en
43532202065860,0.0,I haven't heard back from my. Issue,en
43532202089659,4.0,Sonja was great and very helpful! A big thank you,en
43532202093300,4.0,"Not sure why when I registered the issue with yesterdays bank transfer, it suddenly became successful from Pending.  However, all resolved as money in PLEO",en
43532202115571,4.0,Actually the issue was not resolved but i was informed about the status which i already knew. But i guess thats the maximum the person can do due to the nature of the issue,en
43532202123793,0.0,"im not sure Fabio understood my question, though I tried to set up dif scenarios to understand my question. 
",en
43532202145325,0.0,"There is no one available to help me with set up and I have questions,.... even though I have booked the big Abonnemott
I'm about to give up Pleo if nobody is willing to help me",en
43532202164776,4.0,Always very helpful and handled efficiently.,en
43532202186468,4.0,Diogo knows best!,en
43532202189641,4.0,"Thank you for your help, all clarified!",en
43532202193375,4.0,"Happy because I was able to order another plastic card, and the issue was resolved quickly and professionally",en
43532202209902,4.0,my problem was resolved,en
43532202040603,4.0,The support was valid and patient,en
43532202063255,0.0,It didn't resolve the issue,en
43532202087009,4.0,I received a reply to the question I asked.,en
43532202116320,4.0,super support,en
43532202116378,0.0,ISSUE STILL NOT SOLVED,en
43532202132843,0.0,Query not resolved,en
43532202181129,0.0,Again - no answer could be provided.,en
43532202183193,4.0,"Helpful
",en
43532202205818,0.0,"Case closed too quickly
",en
43532202217347,0.0,still not resolved personal payment i made yesterday ,en
43532202030924,0.0,"Can't log in, no instructions on how to change password. Can't get reset link until sign agreement even though on trial period",en
43532202060808,0.0,Still have not had any cashback for 3 months now.,en
43532202121129,4.0,"Very fast, thanks",en
43532202131918,4.0,"The assistant Fabio was fabulous on helping me out with transparency and clarity, also very efficient on finding results. 5 stars to him as well.",en
43532202132017,4.0,Very knowledgeable staff ,en
43532202140812,0.0,"Basically I asked if it was possible to download invoices for a zip folder or pdf and Fabio said that it was only possible individually. Then, after that I found it for myself that indeed it is possible to download invoices to a zip folder with personalized dates",en
43532202184583,4.0,"fast respond, explanation of the problem",en
43532202186955,4.0,"Really quick and helpful response, always friendly staff",en
43532202029187,4.0,Sonja sorted my issue out,en
43532202048560,0.0,Because there is no soltuion to fix my issue.,en
43532202051253,0.0,just waiting for our account manager to get in touch to resolve our issue,en
43532202061561,4.0,"I am not sure if the issue is resolved, I will know once I am able to find the option to be able to split the expenses",en
43532202073318,4.0,swift & effective engagement with great delivery,en
43532202123292,4.0,Fast and precise,en
43532202126207,4.0,The money is back in our PLEO account,en
43532202146586,4.0,Sonja was very helpful and friendly and resolved my query,en
43532202151858,4.0,"Query resolved
",en
43532202159522,4.0,Sonja resolve my issue quickly and efficiently.,en
43532202172163,4.0,"Yes, thank you",en
43532202185753,0.0,"Still awaiting resolution on how, as partner, we can add a secondary business to an existing registered business owners email address",en
43532202188116,0.0,No answer and it's potentially a lot of money,en
43532202205004,0.0,the problem is still there and it's difficult to get contact with someone.,en
43532202214350,0.0,"site too complicated, too security",en
43532202043948,4.0,Great service!,en
43532202060244,4.0,swift simole friendly ckear communication & next steps ,en
43532202069609,4.0,Resolved my issues or attempted to - quick response ,en
43532202078314,4.0,Quick answer!,en
43532202110816,4.0,,en
43532202117487,4.0,Always a pleasure to contact support :),en
43532202118181,0.0,it didnt solve the issue,en
43532202128253,0.0,I am disappointed that the proposed solutions are not technically possible and that this is not recognized by the own team. ,en
43532202132913,4.0,Very quick response regarding my query on how to set up a new bookkeeper.,en
43532202146912,4.0,"I got the answer I needed, but it would be helpful if others than an admin could change the roles of the users",en
43532202165845,4.0,"Sonja fixed my issues within seconds, very prompt!",en
43532202167307,4.0,Amazing Support as always - thanks Team,en
43532202170063,0.0,"The problem was not solved, and I cannot purchase the goods.",en
43532202190164,4.0,quick help and solved the problems,en
43532202205132,0.0,took an hour + to respond any on top it was saying that response will be given in 5 mins :'(,en
43532202214548,4.0,Fast answer and it helped me :-),en
43532202215861,4.0,Very quick and helpful,en
43532202029990,0.0,Question not answered.,en
43532202064127,4.0,Quick response,en
43532202095088,0.0,I asked that someone call me to resolve issues urgently on 07599 663544. Could you do that URGENTKY PLEASE,en
43532202105071,4.0,"Valentin from the support team was helpful and nice, communicative and ready to resolve our problem.",en
43532202152706,4.0,"Jozef was very patient with a new user
",en
43532202168472,0.0,Waiting times for chat is far too long.,en
43532202184241,0.0,I am still waiting to get approved...,en
43532202185542,0.0,same problem,en
43532202194043,4.0,"the card arrived the following day.  
",en
43532202197506,4.0,Very responsive,en
43532202201638,0.0,Still not verified,en
43532202202205,0.0,The issue has not been resolved.,en
43532202208868,0.0,"The nature of the problem was due to a Pleo system update that changed data point(s) that were not previously required. But this change came without warning + now meant more back-dated work for me. Also, it took forever for the Support team to figure out what was wrong + I needed to do a lot of work / screenshots in order for the team to figure out what was wrong. Overall, not a good experience + I felt like I wasted a lot of time.",en
43532202212682,0.0,I requested our account to be downgraded to only a card account without any subscription payment and asked for it to be confirmed once done but no confirmation sent so unsure whether it has been changed or not.,en
43532202214403,4.0,"I am very satisfied with the service provided by the agent, because even though we didn't resolve the issue (there is currently no way to log a mileage expense on the browser/computer) he gave me some suggestions of workarounds as well as took my feedback onboard about adding this feature on browser in the future.",en
43532202034936,0.0,"still waiting to fix the issue, from more than 4 days ",en
43532202079545,4.0,,en
43532202080618,0.0,"I was told that the company I asked for did not have free chat support, and then the chat was just closed. Basically I can understand this, but seems as a stupid way to end a conversation.",en
43532202108867,4.0,prompt and helpful reply,en
43532202118201,4.0,GOOD,en
43532202118354,0.0,Pleo is very inflexible and not customer orientated.,en
43532202136481,4.0,Reaction was quick and point3d at a solution. That has yet to be confirmed by the team at the company.,en
43532202138061,4.0,"A bit slow, a bit tidious due to chat. But problem was solved and the personal service was excellent",en
43532202154847,0.0,Ongoing for 4 weeks and still not resolved. Looking to move our business elswhere,en
43532202156597,4.0,happy with the help as it got solved,en
43532202158744,4.0,"Problem not solved, but quick response and good communication. we will give3 it a nother go later on :)",en
43532202198427,4.0,I got the information I needed and also I got help very quickly,en
43532202209272,4.0,quick and helpful,en
43532202034514,4.0,"she quickly understood the issue, had the solution, gave me a walkthrough to implement it, she was very professional but also friendly through the whole conversation, i would give her a 5 star review :)",en
43532202093524,4.0,"good understanding of the problem and finding the issue. 
so really great work
",en
43532202110387,4.0,"Support was swift, accurate, and friendly! Well done!",en
43532202139066,4.0,Problem solved,en
43532202142734,0.0,"The issue has not been resolved, and the person I spoke to had incorrect information on account and I had to send him a copy of our contract - poor service.",en
43532202150559,4.0,very good support,en
43532202164808,4.0,Query was answered ,en
43532202028436,0.0,My issue hasn't been resolved,en
43532202086347,4.0,Great support!,en
43532202092132,4.0,Lucia helped me really quickly and got another card sent out today. Really really helpful,en
43532202112221,4.0,"Very quick initial reply. Issue was escalated and resolved quickly, even though minor (but annoying). Issue was resolved effectively and experience is better!",en
43532202134313,4.0,"My Question was answered immediately! Thank You. I´ll be back, if we need further information",en
43532202147210,4.0,Resolved my issue,en
43532202178474,4.0,"I was so frustrated, because I couldn't login in to my account and my admin didn't receive the reset authorization codes then spoke to one of the agents on the phone he wasn't that great kept asking me the same question but finally we got there and I asked for the pleo customer service number so I rang to spoke to someone am sorry I was so angry I even forgot to ask his name but he walked me step by step until we sorted the issue with my account,so thank to him and Nicklas .",en
43532202179067,4.0,"Sonja has been very helpful and kind, even though I made the same mistake a short time ago.  Thank you so much, sorry and I will try not to do it again!",en
43532202201512,0.0,This has not been resolved and my MD is not happy at all !!,en
43532202069672,0.0,I still need help on a case that is still under investigation. i have only received 3 of the 22 fraudulent charges. Please can you let me know how long it will take for all the refunds to be processed? ,en
43532202095295,0.0,The account will be cancalled as we didnt resolve the issue & to be honest no solution provided from the adviser. or advise if there a different way to resolve this issue. ,en
43532202122407,4.0,"Well, it didn't solve my problem, as such, at all - we've had to use an HSBC card instead of Pleo for the transactions I needed sorting - but Fabio was helpful and responsive and got to the answer quite quickly....",en
43532202137141,4.0,"Very friendly support, thank you.",en
43532202154132,0.0,"I need an recepit of the transaction i have made, any bank offers that and the assistant told me it is impossible to get it, i'm not sure of that and he was not helpful",en
43532202167216,0.0,"It wasn't at all clear on the website as to how to download and print transactions between a certain time period,   and then the system crashed anyway. So frustrating",en
43532202189421,4.0,Resolved the issue. Although it was slow fixing a feature that should be easily available,en
43532202190611,4.0,simple and quick response,en
43532202191028,0.0,"payments way too slow. waiting a day for it clear
",en
43532202210061,0.0,I have been mislead in the cost of this and is now trying to get out of the system. This is very difficult.,en
43532202211487,4.0,"thanks all sorted
",en
43532202054058,0.0,So there is no ability to manipulate the VAT amount? That is very disappointing. I don't really want to edit the CSV file anymore.,en
43532202077107,4.0,"Thank you, yes - all resolved",en
43532202078489,4.0,Fast reply ,en
43532202107515,0.0,I resolved it myself - There wasn’t an issue,en
43532202121659,4.0,Rep suggested I reinstall app. It worked. Good to get such quick response time.,en
43532202152950,4.0,"well the person gave me the answers that he was required to give and was polite about it but the answer was not ideal
",en
43532202153710,4.0,Timely and helpful agent,en
43532202173097,4.0,Perfect. Have a nice day ahead.,en
43532202174803,4.0,handed query quickly,en
43532202179982,0.0,The simplest tasks take so long on this app,en
43532202197473,4.0,Answered my issues immediately and didn't need any more explanation/clarity.,en
43532202203018,0.0,"Software not supported.
User split by Category no supported either.

I did get a prompt response on all the questions I asked, very impressed with that",en
43532202211472,4.0,Sonja was quick and knowledgeable and solved the issue easily,en
43532202211708,4.0,Always quick to respond and help,en
43532202037368,4.0,10: Valentin was very helpful and answered all my questions - and there were a few :),en
43532202043176,0.0,"Hi - I can't see that option - I'm a bookkeeper - do i need to the company admin to update the address?
",en
43532202094065,0.0,I couldn't get back to the chat after I navigated away,en
43532202094593,4.0,"Managed to explain a rather complicated setup question and resolved my problem.
",en
43532202126715,4.0,Hi sorry but it Worcester so i got loges out and loges in in my account Thank you verry much for all help,en
43532202155387,4.0,sorted the issue quickly and smooothly,en
43532202164884,0.0,nothing solved,en
43532202172119,4.0,Sonja fixed my issue and was very helpful.,en
43532202173690,4.0,"Quick and kind response
Useful and helpful
No extra costs to reinstall card
Better than many chat based customer services!",en
43532202175158,0.0,"The customer service has always been great, I just don't understand why a budget can't be deleted...",en
43532202192955,0.0,"I've contacted Pleo multiple times now to add another ""entity"" to our account. I have spoken on chat numerous times also. As a paying existing customer I'm being completely ignored.
I'm now looking at a Pleo alternative.",en
43532202205138,0.0,"hi!

Unfortunatelly I can not find it as it was mentioned.
So I need more assistance for it",en
43532202216871,4.0,All sorted thanks.,en
43532202040456,4.0,"Problem was solved
",en
43532202069196,0.0,no reply back since my last text,en
43532202099074,4.0,"Speedy responses & professional help
",en
43532202116618,4.0,She was very polite and she answered my questions. Thanks Elena,en
43532202119950,4.0,"Pleo never disappointments! Fast, efficient, pleasant help by fast, efficient, pleasant people.  ",en
43532202126224,0.0,still not solved,en
43532202137402,4.0,"Fast response and answered my query promptly
",en
43532202138875,0.0,they never resolve our issue,en
43532202153845,4.0,got the answer i was looking for,en
43532202158489,0.0,TFL has refused my virtual card again this morning saying contact card issuer for details?,en
43532202174178,0.0,Unable to download bank statements multiple times,en
43532202183527,4.0,"Prompt, accurate solution which worked first time",en
43532202186971,4.0,Happy because I was able to get the help I needed in advance,en
43532202213634,4.0,At first i dint get the help i needed. Then Niels intervened and i was supported,en
43532202216491,4.0,issue was swiftly resolved,en
43532202101040,4.0,very helpful thanks,en
43532202108305,4.0,"Lucia was extremely helpful and even took the time to email me to confirm that everything had been resolved.
Thank you!",en
43532202109949,0.0,you did not resolv my problem,en
43532202114370,4.0,everything was ok.,en
43532202124903,4.0,Very knowledgeable and helpful.,en
43532202131307,4.0,Both my issues were sorted out very quickly and easily!,en
43532202133580,4.0,Helpful. ,en
43532202176598,0.0,There has been removed postings from July and not just June.,en
43532202183575,4.0,Quick answer and diligent :),en
43532202186967,4.0,Thank you for your support. Our issue has been resolved.,en
43532202039444,4.0,Helpful and quick,en
43532202077908,4.0,Really quick response and spot on resolution to my query.,en
43532202078160,4.0,"answered all my questions and is resolving issue
",en
43532202130981,4.0,looked into issue. Fully resolved my problem very quickly. Very friendly service. ,en
43532202133492,4.0,"Dear Sir or Madam,
Thank you for your assistance with the unauthorized debit of 15.05.2023. I can still evaluate the process, because it is not yet completed. What is the next step? Will we be refunded the money? Please let us know.

With kind regards
Joanna Sochor",en
43532202145546,0.0,"the account remains open, i havent received any email and im still being charged",en
43532202151684,0.0,"There is no way of deleting per diem expenses in the browser. I don't have a work phone, and in order to download the app, I would need to grant work admin permissions to my private phone (they can view, edit, and delete data from my phone then) which I am not comfortable with. This is a little dissatisfactory.",en
43532202174810,4.0,"Immediate responses
",en
43532202179709,4.0,The response was very quick with a how to find support provided as well,en
43532202180637,0.0,We still can't download the balance reports. We get a message saying to contact support.,en
43532202202546,0.0,"Hi Valéria,
It still does not work. There must be some sort of mistake in your system. I have together with the client made sure they have added me correct. On their page it says I have been invited, however i do not received any information about this. I can still see the company in my overview but when I click nothing happens - it works fine for the other clients I have",en
43532202063346,4.0,Very helpful thanks again ,en
43532202088295,0.0,this only shows physical cards. I need to see a list of people with virtual cards too ,en
43532202111905,0.0,It is still not resolved. The invoice has been removed from exported but is still not letting me schedule the payment but the funds have been reserved for it,en
43532202114864,0.0,"the direct debit takes 5 days to top up which is ridiculous causing problems within the company, will continue to top up using bank transfer.",en
43532202159564,0.0,issue continued to happen,en
43532202170805,4.0,Answered all my questions fast,en
43532202187185,0.0,Still waiting to hear back from account manager,en
43532202194313,4.0,Quick responses and I was kept updated,en
