Created Date,Country,City,Restaurant ID,Restaurant Name,Order State,Cancel Reason,Cuisine,Platform,Products in Order,Order Value € (Gross),Delivery Fee,Delivery Time,Order ID
03.02.2020,Ghana,Accra,9626,KFC East Legon,delivered,,Chicken,ios,3,€9.15,2.0,38.5,36671324
03.02.2020,Portugal,Lisbon,5686,Casa dos Frangos de Moscavide - Olivais,delivered,,Grill,android,1,€15.95,0.0,14.3,213163824
03.02.2020,Ghana,Accra,9626,KFC East Legon,delivered,,Fast food,android,4,€14.87,0.0,22.4,36681324
03.02.2020,Portugal,Lisbon,9603,Churrasqueira Super Rei,delivered,,Grill,ios,2,€19.45,0.0,8.5,213173824
03.02.2020,Ghana,Accra,9587,KFC Osu,delivered,,Fast food,ios,1,€3.72,0.0,18.4,36691324
03.02.2020,Portugal,Lisbon,7540,Tempero Brasileiro Lisboa,delivered,,South American,ios,4,€36.60,0.0,12.5,213183824
03.02.2020,Ghana,Accra,7644,Pizza Inn 37,delivered,,Pizza,ios,3,€14.15,0.0,10.2,36701324
03.02.2020,Portugal,Lisbon,7998,La Piadina - Saldanha,delivered,,Healthy,ios,3,€10.80,0.0,20.2,213193824
03.02.2020,Portugal,Lisbon,4781,Bubble Lab - Saldanha,delivered,,Drink,ios,4,€4.74,2.25,7.0,213203824
03.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,android,3,€14.55,0.0,11.7,213213824
03.02.2020,Portugal,Lisbon,3573,Doner Kebab House Halal Food,delivered,,Fast food,ios,3,€4.77,0.0,11.1,213223824
03.02.2020,Portugal,Lisbon,7295,Kebab@Live Café,delivered,,Turkish,,3,€7.52,1.23,10.9,213233824
03.02.2020,Ghana,Accra,10222,Aladdin Turkish Restaurant,delivered,,Fast food,ios,3,€10.01,0.0,14.5,36711324
03.02.2020,Portugal,Lisbon,14139,The Pop Star - Popcorn,delivered,,Dessert,ios,1,€4.90,0.0,11.5,213243824
03.02.2020,Portugal,Lisbon,9936,Joshua's Shoarma Grill - Spacio,delivered,,Kebab,android,2,€8.28,0.0,12.7,213253824
03.02.2020,Portugal,Lisbon,6785,Quasi Pronti - Saldanha,delivered,,Pasta,android,2,€10.10,0.0,11.0,213263824
03.02.2020,Ghana,Accra,10222,Aladdin Turkish Restaurant,delivered,,Fast food,ios,2,€8.86,0.0,40.6,36721324
03.02.2020,Portugal,Lisbon,14650,H3 Atrium Saldanha,delivered,,Mediterranean,ios,3,€15.88,0.0,19.3,213273824
03.02.2020,Portugal,Lisbon,8434,Eu tu e o Croissant,delivered,,Breakfast,android,7,€22.40,0.0,5.2,213283825
03.02.2020,Portugal,Lisbon,6070,Home Sweet Sushi - Miraflores,delivered,,Japanese,android,3,€12.85,0.0,9.2,213293825
03.02.2020,Ghana,Accra,9624,KFC North Industrial,failed,Could not find a courier to deliver the order,Chicken,ios,2,,,,36731325
03.02.2020,Ghana,Accra,9729,Orient Express,delivered,,Chinese,android,3,€15.58,0.0,18.3,36741325
03.02.2020,Portugal,Lisbon,9202,O Cervejeiro - Alvalade,delivered,,Alcohol,android,2,€11.98,0.0,11.9,213303825
03.02.2020,Portugal,Lisbon,5645,Olá - Alvalade,delivered,,Ice cream,android,1,€14.99,0.0,21.2,213313825
03.02.2020,Portugal,Lisbon,8439,Yokohama,delivered,,Japanese,ios,2,€9.55,0.0,51.9,213323825
03.02.2020,Ghana,Accra,13338,Kyinkyinga Republic by Hayaki,failed,The restaurant asked customer support to fail the order,Fast food,ios,5,,,,36751325
03.02.2020,Portugal,Lisbon,6796,Subway - Oriente,delivered,,Sandwich,android,4,€14.50,0.0,23.6,213333825
03.02.2020,Ghana,Accra,6931,Wok Inn Chinese Airport,delivered,,Chinese,ios,3,€18.58,0.0,16.6,36761325
03.02.2020,Portugal,Lisbon,8350,Plant Base,delivered,,Pizza,android,1,€10.00,0.0,12.8,213343825
03.02.2020,Portugal,Lisbon,5637,Chickinho - Telheiras,delivered,,Grill,android,2,€7.52,0.0,11.4,213353825
03.02.2020,Portugal,Lisbon,13142,Frei Petisco,delivered,,Breakfast,android,2,€11.50,0.0,8.0,213363825
03.02.2020,Portugal,Lisbon,10430,Samurai,delivered,,Sushi,ios,2,€12.71,0.0,17.0,213373825
03.02.2020,Portugal,Lisbon,9434,Sushicome - Campo de Ourique,delivered,,Sushi,ios,2,€17.18,0.0,11.5,213383825
03.02.2020,Portugal,Lisbon,6637,Guacamole - Cais do Sodre,delivered,,Mexican,,5,€19.65,0.0,16.3,213393825
03.02.2020,Ghana,Accra,7646,Pizza Inn Pig Farm,delivered,,Casual,ios,2,€16.01,4.0,34.9,36771325
03.02.2020,Ghana,Accra,9625,KFC Marina Mall,delivered,,Fast food,ios,4,€10.01,0.0,30.0,36781325
03.02.2020,Portugal,Lisbon,9163,Savage by Olivier,rejected,The restaurant rejected the order,Burgers,android,1,,,,213403825
03.02.2020,Portugal,Lisbon,9163,Savage by Olivier,rejected,The restaurant rejected the order,Burgers,,1,,,,213413825
03.02.2020,Portugal,Lisbon,13038,Poke House - Colombo,delivered,,Healthy,ios,6,€15.36,0.0,7.0,213423825
03.02.2020,Ghana,Accra,7520,Zelicious Cafe,delivered,,Healthy,ios,4,€10.72,0.0,8.6,36791325
03.02.2020,Portugal,Lisbon,9248,Joshua's Shoarma Grill - Atrium Saldanha,delivered,,Healthy,ios,4,€10.60,0.0,8.8,213433825
03.02.2020,Portugal,Lisbon,12735,Ali Baba Kebab Haus - Arroios,delivered,,Turkish,android,3,€5.50,0.0,16.1,213443825
03.02.2020,Portugal,Lisbon,9871,Natural Crave - Amoreiras,delivered,,Salad,android,1,€7.40,0.0,14.4,213453825
03.02.2020,Portugal,Lisbon,5683,Leads Pizza - Arroios,delivered,,Italian,android,2,€17.40,0.0,8.9,213463825
03.02.2020,Portugal,Lisbon,10569,Burger King - Alta de Lisboa,delivered,,Fast food,android,1,€7.95,0.0,7.7,213473825
03.02.2020,Portugal,Lisbon,6739,Koppu Ramen Izakaya,delivered,,Japanese,ios,1,€15.50,0.0,12.3,213483825
03.02.2020,Portugal,Lisbon,10964,Cucina - Campo Pequeno,delivered,,Italian,ios,1,€7.44,0.0,10.0,213493825
03.02.2020,Portugal,Lisbon,13769,Chickinho - Linda-a-velha,delivered,,Grill,android,4,€16.00,0.0,11.7,213503825
03.02.2020,Portugal,Lisbon,8196,Sushicome - Saldanha,delivered,,Japanese,android,2,€8.55,0.0,9.8,213513825
03.02.2020,Portugal,Lisbon,5818,Sakura - Infante Santo,delivered,,Sushi,ios,5,€42.50,0.0,13.7,213523825
03.02.2020,Portugal,Lisbon,8060,Pomodoro,delivered,,Pizza,ios,1,€9.90,0.0,16.6,213533825
03.02.2020,Ghana,Accra,12328,Zoe's Kitchen,delivered,,Casual,android,1,€3.57,0.0,2.8,36801325
03.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Poke,android,5,€11.60,0.0,9.6,213543825
03.02.2020,Portugal,Lisbon,9246,Joshua's Shoarma Grill - Colombo,delivered,,Kebab,,3,€7.72,0.0,16.8,213553825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,ios,1,€6.80,0.0,10.8,213563825
03.02.2020,Portugal,Lisbon,5705,Franguinho Real,delivered,,Traditional,ios,3,€18.50,0.0,15.9,213573825
03.02.2020,Portugal,Lisbon,8197,Sushicome - Laranjeiras,delivered,,Sushi,ios,1,€7.90,0.0,10.7,213583825
03.02.2020,Ghana,Accra,8552,Galitos 37,delivered,,Chicken,ios,2,€4.36,2.5,12.6,36811325
03.02.2020,Portugal,Lisbon,12775,Floresta do Calhariz,delivered,,Seafood,ios,1,€9.45,0.0,11.6,213593825
03.02.2020,Portugal,Lisbon,9027,Honorato - Telheiras,delivered,,Burgers,ios,1,€12.20,0.0,15.7,213603825
03.02.2020,Portugal,Lisbon,5637,Chickinho - Telheiras,delivered,,Grill,android,4,€19.60,0.0,11.2,213613825
03.02.2020,Portugal,Lisbon,5717,4S Hamburger House,delivered,,Burgers,android,5,€39.97,0.02,15.4,213623825
03.02.2020,Portugal,Lisbon,14650,H3 Atrium Saldanha,delivered,,Burgers,,1,€7.64,0.0,14.1,213633825
03.02.2020,Portugal,Lisbon,9044,Wok To Walk - Amoreiras Shopping,delivered,,Asian,android,1,€9.85,0.0,13.0,213643825
03.02.2020,Portugal,Lisbon,9023,Honest Greens - Amoreiras Plaza,delivered,,Vegan,,1,€11.80,0.0,15.6,213653825
03.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Sandwich,,1,€5.67,0.0,16.6,213663825
03.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Sandwich,,2,€6.58,0.0,12.1,213673825
03.02.2020,Ghana,Accra,7336,Urban Taste Restaurant,delivered,,Spicy,ios,1,€4.22,0.0,11.2,36821325
03.02.2020,Portugal,Lisbon,12491,Izanagi,delivered,,Sushi,ios,1,€13.00,0.0,13.2,213683825
03.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,ios,3,€10.28,0.0,9.0,213693825
03.02.2020,Portugal,Lisbon,9245,Joshua's Shoarma Grill - Saldanha Residence,delivered,,Healthy,ios,1,€9.60,0.0,10.4,213703825
03.02.2020,Ghana,Accra,7646,Pizza Inn Pig Farm,delivered,,Casual,,4,€9.29,0.0,9.5,36831325
03.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Burgers,ios,2,€7.55,0.0,7.5,213713825
03.02.2020,Ghana,Accra,9587,KFC Osu,delivered,,Fast food,ios,1,€3.72,0.0,18.4,36841325
03.02.2020,Portugal,Lisbon,5644,El Cabron,delivered,,Mexican,android,2,€17.56,0.0,19.6,213723825
03.02.2020,Portugal,Lisbon,9033,Vitaminas - Colombo,delivered,,Salad,android,1,€8.60,0.0,10.5,213733825
03.02.2020,Portugal,Lisbon,8442,Tasty Noodles,delivered,,Noodles,ios,1,€8.95,0.0,17.4,213743825
03.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Fast food,ios,2,€9.24,0.0,17.0,213753825
03.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,android,3,€22.80,0.0,9.1,213763825
03.02.2020,Portugal,Lisbon,9163,Savage by Olivier,delivered,,Mexican,ios,2,€10.88,0.0,17.1,213773825
03.02.2020,Portugal,Lisbon,9027,Honorato - Telheiras,delivered,,Burgers,ios,1,€12.20,0.0,9.2,213783825
03.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Grill,android,3,€10.32,0.0,9.2,213793825
03.02.2020,Portugal,Lisbon,13780,Tempero indiano,delivered,,Indian,android,2,€15.85,0.0,22.0,213803825
03.02.2020,Ghana,Accra,13426,Mayford Restaurant Dzorwulu,delivered,,Fast food,ios,2,€8.04,0.75,27.2,36851325
03.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Asian,android,4,€18.08,0.0,8.5,213813825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,android,3,€14.00,0.0,11.8,213823825
03.02.2020,Portugal,Lisbon,7247,Mughal Shwarma House Kebab,delivered,,Kebab,android,1,€6.50,0.0,15.8,213833825
03.02.2020,Portugal,Lisbon,7998,La Piadina - Saldanha,delivered,,Italian,ios,2,€5.90,0.0,22.5,213843825
03.02.2020,Portugal,Lisbon,7309,Hussain’s Pizza & Kebab,delivered,,Pizza,android,1,€5.50,0.0,15.5,213853825
03.02.2020,Portugal,Lisbon,9023,Honest Greens - Amoreiras Plaza,delivered,,Vegan,ios,4,€27.30,0.0,9.6,213863825
03.02.2020,Portugal,Lisbon,6170,H3 Colombo,delivered,,Burgers,android,3,€16.08,0.0,13.2,213873825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,ios,4,€10.24,0.0,17.2,213883825
03.02.2020,Ghana,Accra,9627,KFC  Circle,delivered,,Fast food,,2,€4.96,0.33,8.6,36861325
03.02.2020,Portugal,Lisbon,14122,100 Montaditos - Estrada da Luz,delivered,,Sandwich,,8,€17.15,0.0,9.5,213893825
03.02.2020,Ghana,Accra,12328,Zoe's Kitchen,delivered,,Casual,ios,1,€2.86,0.0,22.3,36871325
03.02.2020,Portugal,Lisbon,5717,4S Hamburger House,delivered,,American,android,1,€10.99,0.08,13.2,213903825
03.02.2020,Portugal,Lisbon,9037,Vitaminas - Campo Pequeno,delivered,,Healthy,ios,3,€11.70,0.0,16.7,213913825
03.02.2020,Portugal,Lisbon,5645,Olá - Alvalade,delivered,,Ice cream,android,1,€5.99,0.0,12.2,213923825
03.02.2020,Portugal,Lisbon,6723,Tasquinha Saloia,delivered,,Traditional,ios,2,€10.00,0.0,10.7,213933825
03.02.2020,Portugal,Lisbon,6173,H3 Campo de Ourique,delivered,,Mediterranean,ios,5,€22.30,0.0,14.1,213943825
03.02.2020,Ghana,Accra,12938,Grab & Go Foods,delivered,,Fast food,ios,1,€9.72,0.0,12.8,36881325
03.02.2020,Portugal,Lisbon,5685,Casa dos Frangos de Moscavide - Alcântara,delivered,,Grill,,1,€10.65,0.0,10.5,213953825
03.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Asian,android,2,€9.20,0.0,12.8,213963825
03.02.2020,Portugal,Lisbon,15064,Pizzaria BigChic,delivered,,Alcohol,android,1,€16.50,0.0,13.2,213973825
03.02.2020,Portugal,Lisbon,8102,Sweet to Go,delivered,,Dessert,ios,2,€11.04,0.0,8.5,213983825
03.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Sandwich,ios,2,€11.34,0.0,7.1,213993825
03.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Chicken,android,2,€9.12,0.0,8.2,214003825
03.02.2020,Portugal,Lisbon,5606,Grow Healthy,delivered,,Vegan,ios,3,€8.12,1.9,18.7,214013825
03.02.2020,Portugal,Lisbon,9234,100 Montaditos - Saldanha,delivered,,Spanish,android,3,€7.80,0.0,10.7,214023825
03.02.2020,Portugal,Lisbon,13821,Oakberry Açaí Lisboa - São Bento,delivered,,Healthy,ios,1,€13.90,1.75,18.9,214033825
03.02.2020,Portugal,Lisbon,6494,Friends Kebab & Pizza House - Odivelas,delivered,,Asian,ios,4,€10.70,0.0,12.9,214043825
03.02.2020,Portugal,Lisbon,9026,Honorato - Saldanha,delivered,,Comfort food,ios,1,€12.20,0.0,7.0,214053825
03.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,ios,2,€9.76,0.0,13.0,214063825
03.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Healthy,ios,8,€12.88,0.0,13.2,214073825
03.02.2020,Portugal,Lisbon,13774,H3 Dolce Vita Miraflores,delivered,,Mediterranean,ios,2,€15.28,0.0,14.8,214083825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,android,4,€10.80,0.0,15.0,214093825
03.02.2020,Ghana,Accra,12585,Ando's Restaurant Dzorwulu,delivered,,Spicy,ios,3,€11.44,1.67,23.1,36891325
03.02.2020,Portugal,Lisbon,14139,The Pop Star - Popcorn,delivered,,Dessert,ios,1,€5.00,0.0,310.2,214103825
03.02.2020,Portugal,Lisbon,6628,Guacamole - Colombo,delivered,,Taco,ios,4,€11.80,0.0,8.1,214113825
03.02.2020,Portugal,Lisbon,4743,Sabores do Campo,delivered,,Grill,android,1,€6.97,0.0,11.5,214123825
03.02.2020,Portugal,Lisbon,6648,D’Affetto Hamburgueria e Restaurante,delivered,,Burgers,ios,1,€12.90,0.0,31.3,214133825
03.02.2020,Portugal,Lisbon,5145,Maritaca,delivered,,Pizza,,2,€7.22,0.0,14.1,214143825
03.02.2020,Ghana,Accra,12938,Grab & Go Foods,delivered,,Breakfast,android,1,€6.48,2.67,21.3,36901325
03.02.2020,Portugal,Lisbon,9037,Vitaminas - Campo Pequeno,delivered,,Salad,android,1,€8.60,0.0,12.6,214153825
03.02.2020,Portugal,Lisbon,8101,Smile to Go,delivered,,Salad,ios,1,€8.72,0.0,22.5,214163825
03.02.2020,Portugal,Lisbon,3573,Doner Kebab House Halal Food,delivered,,Turkish,ios,2,€11.18,0.0,13.1,214173825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Poke,android,1,€8.40,0.0,10.7,214183825
03.02.2020,Portugal,Lisbon,14061,Kebabish Pt,delivered,,Turkish,,2,€9.98,0.0,11.8,214193825
03.02.2020,Portugal,Lisbon,6552,Bollywood Lisboa,delivered,,Indian,ios,6,€23.15,0.0,18.9,214203825
03.02.2020,Portugal,Lisbon,14045,Restaurante Avenida,delivered,,American,ios,3,€13.95,0.0,12.6,214213825
03.02.2020,Ghana,Accra,12927,Peterpan Osu,delivered,,Pizza,ios,3,€8.65,1.0,23.1,36911325
03.02.2020,Portugal,Lisbon,9871,Natural Crave - Amoreiras,delivered,,Salad,ios,4,€9.52,0.0,21.7,214223825
03.02.2020,Portugal,Lisbon,13774,H3 Dolce Vita Miraflores,delivered,,Burgers,android,5,€9.64,0.0,11.5,214233825
03.02.2020,Ghana,Accra,7691,Ronnis Kitchen,delivered,,Traditional,android,1,€4.29,0.0,16.9,36921325
03.02.2020,Portugal,Lisbon,9895,Sushicome - Parque das Nações Sul,delivered,,Sushi,android,2,€12.88,0.63,12.1,214243825
03.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Fast food,android,3,€8.44,0.32,10.4,214253825
03.02.2020,Portugal,Lisbon,13323,Focus Sushi,delivered,,Japanese,ios,5,€14.80,0.0,15.1,214263825
03.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Sushi,,1,€5.20,0.0,7.9,214273825
03.02.2020,Portugal,Lisbon,4781,Bubble Lab - Saldanha,delivered,,Drink,ios,4,€4.74,2.25,7.0,214283825
03.02.2020,Ghana,Accra,7070,Kiki's Pot,delivered,,Spicy,ios,3,€10.72,0.0,21.4,36931325
03.02.2020,Portugal,Lisbon,6725,Focca,delivered,,Sandwich,android,1,€5.39,0.0,13.5,214293825
03.02.2020,Portugal,Lisbon,5717,4S Hamburger House,delivered,,Burgers,android,1,€10.99,0.36,16.9,214303825
03.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,android,4,€19.52,0.0,10.7,214313825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Poke,ios,7,€11.20,0.0,8.3,214323825
03.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Poke,ios,1,€6.80,0.0,14.2,214333825
03.02.2020,Ghana,Accra,9625,KFC Marina Mall,delivered,,Fast food,android,2,€3.72,0.0,3.5,36941325
03.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Sandwich,,3,€5.71,0.0,4.3,214343825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,,3,€9.04,0.16,24.0,214353825
03.02.2020,Portugal,Lisbon,14028,DOTE - Odivelas,delivered,,Comfort food,ios,5,€38.25,0.0,29.6,214363825
03.02.2020,Portugal,Lisbon,6552,Bollywood Lisboa,delivered,,Curry,android,5,€19.90,0.0,6.3,214373825
03.02.2020,Portugal,Lisbon,13775,H3 Strada Shopping,delivered,,Burgers,android,5,€23.96,0.28,13.7,214383825
03.02.2020,Portugal,Lisbon,8005,Shish Lebanese Street Food,delivered,,Salad,ios,1,€7.00,0.0,31.6,214393825
03.02.2020,Portugal,Lisbon,6551,In Noodles,delivered,,Noodles,android,3,€16.20,0.0,8.7,214403825
03.02.2020,Portugal,Lisbon,9895,Sushicome - Parque das Nações Sul,delivered,,Sushi,ios,1,€6.32,0.0,27.0,214413825
03.02.2020,Portugal,Lisbon,5145,Maritaca,delivered,,Pizza,ios,3,€12.52,0.0,13.8,214423825
03.02.2020,Portugal,Lisbon,8327,Ammazza!,delivered,,Italian,android,2,€9.77,0.0,15.2,214433825
03.02.2020,Portugal,Lisbon,6730,Manias do Bairro,delivered,,Burgers,android,3,€12.50,0.0,10.9,214443825
03.02.2020,Ghana,Accra,7691,Ronnis Kitchen,failed,The restaurant asked customer support to fail the order,Traditional,ios,4,,,,36951325
03.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Healthy,ios,1,€6.80,0.0,10.6,214453825
03.02.2020,Portugal,Lisbon,8004,Poke House - Strada Shopping,delivered,,Poke,ios,5,€29.04,0.67,25.9,214463825
03.02.2020,Portugal,Lisbon,14068,Zero Punto Pizzaria,delivered,,Italian,android,2,€12.68,0.0,11.9,214473825
03.02.2020,Ghana,Accra,12063,Kanzo Restaurant,delivered,,Fast food,ios,1,€4.63,0.38,24.0,36961325
03.02.2020,Portugal,Lisbon,6637,Guacamole - Cais do Sodre,delivered,,Taco,ios,4,€14.35,0.01,17.0,214483825
03.02.2020,Portugal,Lisbon,10429,BLOOM,delivered,,Breakfast,ios,2,€10.88,0.0,12.4,214493825
03.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Asian,ios,1,€5.60,0.0,4.9,214503825
03.02.2020,Portugal,Lisbon,7539,Choco&Nut - Belém,delivered,,Ice cream,android,6,€9.80,0.0,7.1,214513825
03.02.2020,Portugal,Lisbon,12748,Açaí Natura - Amoreiras Shopping,delivered,,Healthy,ios,1,€8.90,0.0,19.8,214523825
03.02.2020,Portugal,Lisbon,5703,Papa John's - Benfica,delivered,,Pizza,,1,€5.45,0.0,23.3,214533825
03.02.2020,Ghana,Accra,8583,Blossom Cafe,delivered,,Healthy,ios,1,€3.57,2.0,36.8,36971325
03.02.2020,Portugal,Lisbon,8492,Churraria A casa do Churros,delivered,,Dessert,,2,€13.90,3.65,14.6,214543825
03.02.2020,Portugal,Lisbon,6637,Guacamole - Cais do Sodre,delivered,,Taco,ios,2,€8.60,0.0,17.0,214553825
03.02.2020,Portugal,Lisbon,10983,FishFish Sushi,delivered,,Sushi,ios,1,€36.12,0.0,7.4,214563825
03.02.2020,Ghana,Accra,12328,Zoe's Kitchen,delivered,,Fast food,ios,1,€2.86,0.0,22.3,36981325
03.02.2020,Portugal,Lisbon,9820,Sushicome - Roma,delivered,,Japanese,android,4,€34.70,0.0,16.0,214573825
03.02.2020,Portugal,Lisbon,12775,Floresta do Calhariz,delivered,,Seafood,ios,1,€8.87,0.0,15.8,214583825
03.02.2020,Portugal,Lisbon,5192,Al Parmigiano,delivered,,Pizza,ios,3,€14.50,0.0,13.5,214593825
03.02.2020,Portugal,Lisbon,9434,Sushicome - Campo de Ourique,delivered,,Sushi,android,4,€20.52,0.0,12.5,214603825
03.02.2020,Portugal,Lisbon,8005,Shish Lebanese Street Food,delivered,,Salad,ios,2,€9.00,0.0,12.0,214613825
03.02.2020,Portugal,Lisbon,8439,Yokohama,delivered,,Sushi,ios,1,€8.90,0.0,15.2,214623825
03.02.2020,Portugal,Lisbon,9820,Sushicome - Roma,delivered,,Japanese,android,2,€8.15,0.0,9.2,214633825
03.02.2020,Portugal,Lisbon,13099,Pak Grelha,delivered,,Grill,ios,1,€10.40,0.0,20.0,214643825
03.02.2020,Portugal,Lisbon,9163,Savage by Olivier,delivered,,Mexican,android,2,€13.37,0.0,24.6,214653825
03.02.2020,Portugal,Lisbon,9163,Savage by Olivier,delivered,,Burgers,ios,1,€7.20,0.0,16.9,214663825
03.02.2020,Portugal,Lisbon,14619,Delibar / Delicafe,delivered,,Breakfast,ios,1,€7.50,0.0,13.5,214673825
03.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Chinese,ios,3,€12.48,0.0,10.7,214683825
03.02.2020,Portugal,Lisbon,7533,Churrasqueira De Alvalade,delivered,,Wings,ios,1,€11.50,0.0,11.8,214693825
03.02.2020,Ghana,Accra,7054,Cheezzy Pizza Ring Road,delivered,,Pizza,android,4,€13.72,0.0,19.6,36991325
03.02.2020,Portugal,Lisbon,8327,Ammazza!,delivered,,Italian,,3,€14.99,0.0,8.2,214703825
03.02.2020,Ghana,Accra,7048,Papa's Pizza Osu,delivered,,Pizza,ios,2,€7.22,0.5,12.6,37001325
03.02.2020,Portugal,Lisbon,5606,Grow Healthy,delivered,,Healthy,android,1,€9.90,0.0,10.1,214713825
03.02.2020,Portugal,Lisbon,9026,Honorato - Saldanha,delivered,,Comfort food,ios,1,€12.20,0.0,18.9,214723825
03.02.2020,Ghana,Accra,12927,Peterpan Osu,delivered,,Burgers,ios,4,€11.79,0.0,31.3,37011325
03.02.2020,Portugal,Lisbon,5304,Wheelys café,rejected,The restaurant rejected the order,Coffee,android,5,,,,214733825
03.02.2020,Portugal,Lisbon,4743,Sabores do Campo,delivered,,South American,android,2,€11.95,0.0,18.3,214743825
03.02.2020,Portugal,Lisbon,8283,Hayaci - Lisboa,delivered,,Japanese,android,5,€36.00,1.44,16.6,214753825
03.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Grill,android,3,€10.32,0.0,9.5,214763825
03.02.2020,Portugal,Lisbon,12726,Ali Baba Kebab Haus - Martim Moniz,delivered,,Turkish,ios,1,€5.00,0.0,24.4,214773825
03.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,android,2,€7.20,0.0,62.5,214783825
03.02.2020,Portugal,Lisbon,8000,La Piadina - Bairro Alto,delivered,,Healthy,android,3,€12.68,0.0,25.2,214793825
03.02.2020,Portugal,Lisbon,13774,H3 Dolce Vita Miraflores,delivered,,Burgers,android,2,€7.36,0.0,11.0,214803825
03.02.2020,Portugal,Lisbon,5620,Choco&Nut - Odivelas,delivered,,Ice cream,ios,3,€5.70,0.0,13.2,214813825
03.02.2020,Portugal,Lisbon,5672,Mr. Lee - Alta de Lisboa,delivered,,Noodles,ios,1,€10.50,0.0,9.1,214823825
03.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Sandwich,,1,€5.53,0.0,9.7,214833825
03.02.2020,Portugal,Lisbon,10888,Mex Factory,delivered,,Mexican,ios,2,€14.32,0.0,15.1,214843825
03.02.2020,Portugal,Lisbon,6808,Casa Indiana - Alcântara,delivered,,Indian,android,3,€18.50,0.0,17.3,214853825
03.02.2020,Portugal,Lisbon,6170,H3 Colombo,delivered,,Burgers,,1,€7.64,0.0,12.1,214863825
03.02.2020,Portugal,Lisbon,3573,Doner Kebab House Halal Food,delivered,,Turkish,android,3,€12.45,0.0,7.6,214873825
03.02.2020,Portugal,Lisbon,10535,La Paparrucha - Parrilla Argentina,delivered,,South American,android,3,€20.40,0.0,13.9,214883825
03.02.2020,Portugal,Lisbon,9817,Sushicome - Marques de Pombal,delivered,,Sushi,ios,1,€26.50,0.0,8.3,214893825
03.02.2020,Portugal,Lisbon,6166,H3 Spacio Shopping,delivered,,Mediterranean,android,2,€7.76,0.0,6.3,214903825
03.02.2020,Portugal,Lisbon,10616,H3 Alvalade,delivered,,Mediterranean,android,2,€9.16,0.0,13.0,214913825
03.02.2020,Ghana,Accra,9729,Orient Express,delivered,,Fast food,ios,2,€11.15,0.0,45.5,37021325
03.02.2020,Portugal,Lisbon,8061,Sushi Ko Express,delivered,,Japanese,ios,2,€12.00,0.0,17.4,214923825
03.02.2020,Portugal,Lisbon,5614,Late Night Snack Bar,delivered,,Burgers,ios,1,€9.99,0.0,17.4,214933825
03.02.2020,Portugal,Lisbon,14650,H3 Atrium Saldanha,delivered,,Burgers,android,3,€22.92,0.0,7.4,214943825
03.02.2020,Portugal,Lisbon,9695,Choupana Caffe,delivered,,Brunch,ios,2,€6.32,0.0,13.6,214953825
03.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Sushi,android,5,€21.68,0.0,13.9,214963825
03.02.2020,Ghana,Accra,9675,Cabo Corso  Accra Mall,delivered,,Casual,,2,€4.15,0.0,50.5,37031325
